vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,"2018-12-31T17:52:06,000","2018-12-31T18:14:50,000",6,10.90,1,N,132,101,1,31,1,0.5,0,0,0.3,32.8
2,"2018-12-31T17:51:28,000","2018-12-31T18:16:32,000",5,4.33,1,N,146,173,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T17:50:26,000","2018-12-31T18:17:07,000",5,3.64,1,N,161,158,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T17:50:08,000","2018-12-31T18:15:33,000",5,14.99,2,N,132,145,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T17:49:51,000","2018-12-31T18:07:52,000",6,2.32,1,N,107,170,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T17:49:43,000","2018-12-31T18:01:08,000",5,2.08,1,N,151,142,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T17:49:37,000","2018-12-31T18:02:25,000",5,1.73,1,N,249,48,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T17:49:18,000","2018-12-31T18:14:51,000",6,6.32,1,N,41,68,2,23,1,0.5,0,0,0.3,24.8
2,"2018-12-31T17:48:26,000","2018-12-31T18:02:29,000",5,1.59,1,N,48,186,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T17:47:12,000","2018-12-31T18:01:00,000",6,1.70,1,N,239,48,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T17:46:53,000","2018-12-31T18:04:02,000",6,2.29,1,N,33,17,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T17:46:39,000","2018-12-31T18:12:32,000",5,9.19,1,N,144,196,2,28,1,0.5,0,0,0.3,29.8
2,"2018-12-31T17:45:34,000","2018-12-31T18:07:23,000",5,3.21,1,N,162,158,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T17:43:39,000","2018-12-31T17:55:21,000",6,2.40,1,N,151,236,1,11,1,0.5,3,0,0.3,15.8
2,"2018-12-31T17:43:23,000","2018-12-31T18:04:31,000",5,5.43,1,N,239,226,2,19,1,0.5,0,0,0.3,20.8
2,"2018-12-31T17:42:46,000","2018-12-31T18:00:24,000",5,3.16,1,N,74,244,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T17:42:34,000","2019-01-01T17:18:26,000",5,19.55,2,N,132,263,2,52,0,0.5,0,5.76,0.3,58.56
2,"2018-12-31T17:42:22,000","2018-12-31T18:12:05,000",6,9.34,1,N,75,80,2,30,1,0.5,0,0,0.3,31.8
2,"2018-12-31T17:41:58,000","2018-12-31T18:10:50,000",6,9.17,1,N,138,244,2,30,1,0.5,0,5.76,0.3,37.56
2,"2018-12-31T17:41:58,000","2018-12-31T17:57:24,000",5,3.98,1,N,116,239,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T17:41:15,000","2018-12-31T17:59:13,000",5,1.58,1,N,233,186,1,12,1,0.5,2,0,0.3,15.8
2,"2018-12-31T17:41:00,000","2018-12-31T18:20:37,000",5,10.24,1,N,197,256,1,35,1,0.5,0,0,0.3,36.8
2,"2018-12-31T17:38:48,000","2018-12-31T17:55:24,000",5,3.01,1,N,226,7,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T17:38:21,000","2018-12-31T17:57:04,000",6,3.75,1,N,114,48,1,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T17:38:05,000","2018-12-31T18:03:24,000",5,11.28,1,N,141,28,2,32,1,0.5,0,0,0.3,33.8
2,"2018-12-31T17:37:59,000","2018-12-31T18:07:49,000",5,7.64,1,N,42,113,2,26,1,0.5,0,0,0.3,27.8
2,"2018-12-31T17:37:40,000","2018-12-31T18:33:04,000",6,21.46,2,N,132,239,1,52,4.5,0.5,10,5.76,0.3,73.06
2,"2018-12-31T17:36:14,000","2018-12-31T17:53:41,000",6,5.00,1,N,261,233,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T17:35:58,000","2018-12-31T17:56:51,000",5,3.69,1,N,48,140,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T17:35:55,000","2018-12-31T17:47:43,000",5,2.31,1,N,151,166,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T17:34:28,000","2018-12-31T18:00:52,000",5,9.46,1,N,138,244,1,29,1,0.5,0,5.76,0.3,36.56
2,"2018-12-31T17:34:07,000","2018-12-31T17:55:54,000",6,5.45,1,N,261,107,2,20,1,0.5,0,0,0.3,21.8
2,"2018-12-31T17:33:40,000","2018-12-31T17:45:14,000",5,2.05,1,N,236,162,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T17:33:22,000","2018-12-31T17:50:00,000",5,1.20,1,N,186,107,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T17:32:51,000","2018-12-31T17:48:33,000",6,3.31,1,N,186,231,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T17:30:05,000","2018-12-31T17:49:59,000",6,5.32,1,N,261,162,2,19,1,0.5,0,0,0.3,20.8
1,"2018-12-31T17:29:53,000","2018-12-31T17:49:25,000",5,4.00,1,N,163,41,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T17:29:51,000","2018-12-31T17:47:24,000",5,2.46,1,N,143,141,1,13,1,0.5,3,0,0.3,17.8
2,"2018-12-31T17:28:49,000","2018-12-31T17:44:17,000",5,2.79,1,N,41,239,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T17:28:45,000","2018-12-31T17:47:34,000",5,3.68,1,N,263,48,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T17:27:47,000","2018-12-31T17:50:07,000",5,3.03,1,N,107,48,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T17:27:34,000","2018-12-31T17:54:06,000",5,10.66,1,N,79,212,2,31,1,0.5,0,0,0.3,32.8
2,"2018-12-31T17:26:37,000","2018-12-31T18:30:12,000",5,25.46,1,N,132,256,2,72,1,0.5,0,5.76,0.3,79.56
1,"2018-12-31T17:24:12,000","2018-12-31T17:56:22,000",5,5.20,1,N,162,13,2,23,1,0.5,0,0,0.3,24.8
2,"2018-12-31T17:24:03,000","2018-12-31T17:37:49,000",5,2.11,1,N,263,238,1,11,1,0.5,1,0,0.3,13.8
2,"2018-12-31T17:23:46,000","2018-12-31T17:50:56,000",6,5.70,1,N,237,211,2,22,1,0.5,0,0,0.3,23.8
2,"2018-12-31T17:22:20,000","2018-12-31T17:42:48,000",5,3.49,1,N,43,114,1,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T17:22:14,000","2018-12-31T17:39:38,000",6,2.52,1,N,74,238,1,13,1,0.5,2,0,0.3,16.8
1,"2018-12-31T17:21:18,000","2018-12-31T17:34:45,000",5,1.80,1,N,68,100,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T17:19:05,000","2018-12-31T17:48:17,000",5,9.75,1,N,138,238,1,30,1,0.5,0,5.76,0.3,37.56
2,"2018-12-31T17:18:42,000","2018-12-31T17:40:58,000",6,4.31,1,N,50,144,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T17:17:32,000","2018-12-31T17:42:10,000",5,5.96,1,N,48,209,1,22,1,0.5,4,0,0.3,27.8
2,"2018-12-31T17:17:24,000","2018-12-31T18:08:45,000",5,22.72,2,N,132,13,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T17:17:08,000","2018-12-31T17:50:03,000",5,11.20,1,N,138,181,1,33,1,0.5,5,0,0.3,39.8
2,"2018-12-31T17:15:50,000","2018-12-31T17:57:09,000",5,18.41,2,N,236,132,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T17:15:22,000","2018-12-31T17:26:14,000",5,2.24,1,N,162,79,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T17:14:37,000","2018-12-31T17:31:47,000",6,2.39,1,N,229,164,1,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T17:14:08,000","2018-12-31T17:30:57,000",5,4.30,1,N,144,48,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T17:13:12,000","2018-12-31T17:31:18,000",6,2.97,1,N,231,186,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T17:12:07,000","2018-12-31T17:27:28,000",6,0.86,1,N,161,164,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T17:10:41,000","2018-12-31T18:12:00,000",6,12.45,1,N,161,94,2,47,1,0.5,0,0,0.3,48.8
2,"2018-12-31T17:10:31,000","2018-12-31T17:31:57,000",5,2.13,1,N,137,230,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T17:10:12,000","2018-12-31T17:17:35,000",6,2.71,1,N,48,48,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T17:09:18,000","2018-12-31T17:25:51,000",5,3.60,1,N,141,234,1,14,1,0.5,2,0,0.3,17.8
2,"2018-12-31T17:06:17,000","2018-12-31T17:51:27,000",5,16.86,2,N,132,162,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T17:06:04,000","2018-12-31T17:21:01,000",5,1.84,1,N,140,142,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T17:04:56,000","2018-12-31T17:30:24,000",6,2.64,1,N,48,113,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T17:03:34,000","2018-12-31T17:17:40,000",6,2.05,1,N,141,142,1,11,1,0.5,2,0,0.3,14.8
2,"2018-12-31T17:02:16,000","2018-12-31T18:03:07,000",6,21.72,2,N,132,43,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T17:01:58,000","2018-12-31T17:22:24,000",5,4.13,1,N,249,141,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T17:01:56,000","2018-12-31T17:13:25,000",5,2.94,1,N,48,41,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T17:00:44,000","2018-12-31T17:15:51,000",6,4.92,1,N,236,79,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T16:59:25,000","2018-12-31T17:16:12,000",5,2.57,1,N,116,151,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T16:58:22,000","2018-12-31T17:15:43,000",5,4.69,1,N,144,48,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T16:58:03,000","2018-12-31T17:15:06,000",6,2.77,1,N,48,211,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T16:57:55,000","2018-12-31T17:50:42,000",5,20.46,1,N,132,133,2,60,1,0.5,0,0,0.3,61.8
2,"2018-12-31T16:57:01,000","2018-12-31T17:17:22,000",5,3.42,1,N,249,237,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T16:56:50,000","2018-12-31T17:15:13,000",6,5.62,1,N,138,252,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T16:56:42,000","2018-12-31T17:10:55,000",6,1.66,1,N,114,87,1,10,1,0.5,1,0,0.3,12.8
2,"2018-12-31T16:56:11,000","2018-12-31T17:28:50,000",5,8.83,1,N,140,95,2,29,1,0.5,0,0,0.3,30.8
2,"2018-12-31T16:55:21,000","2018-12-31T17:20:05,000",6,2.92,1,N,237,186,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T16:54:19,000","2018-12-31T17:10:27,000",5,4.75,1,N,48,13,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T16:52:12,000","2018-12-31T17:17:40,000",5,3.86,1,N,144,163,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T16:52:07,000","2018-12-31T17:04:34,000",6,2.06,1,N,114,170,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T16:51:21,000","2018-12-31T17:03:17,000",6,2.01,1,N,43,137,1,10,1,0.5,1,0,0.3,12.8
2,"2018-12-31T16:51:11,000","2018-12-31T17:37:19,000",5,19.22,2,N,132,236,1,52,4.5,0.5,8,5.76,0.3,71.06
2,"2018-12-31T16:49:41,000","2018-12-31T17:03:48,000",6,2.94,1,N,186,238,1,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T16:48:29,000","2018-12-31T17:12:52,000",6,6.51,1,N,209,48,2,23,1,0.5,0,0,0.3,24.8
2,"2018-12-31T16:48:00,000","2018-12-31T17:21:21,000",5,4.99,1,N,249,181,2,23,1,0.5,0,0,0.3,24.8
2,"2018-12-31T16:47:42,000","2018-12-31T17:45:57,000",6,20.87,2,N,132,43,1,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T16:47:21,000","2018-12-31T17:10:45,000",5,2.65,1,N,144,164,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T16:45:52,000","2018-12-31T16:59:19,000",5,1.33,1,N,239,142,1,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T16:45:49,000","2018-12-31T17:01:23,000",5,1.69,1,N,164,162,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T16:44:53,000","2018-12-31T17:00:20,000",6,1.47,1,N,48,170,1,11,1,0.5,2,0,0.3,14.8
2,"2018-12-31T16:44:29,000","2018-12-31T17:27:06,000",5,17.33,2,N,107,132,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T16:44:12,000","2018-12-31T17:01:12,000",5,2.88,1,N,249,43,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T16:43:54,000","2018-12-31T17:27:56,000",5,16.50,2,N,132,170,2,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T16:43:47,000","2018-12-31T17:07:41,000",5,8.82,1,N,234,116,1,28,1,0.5,0,0,0.3,29.8
1,"2018-12-31T16:42:04,000","2018-12-31T16:58:38,000",6,3.20,1,N,161,125,1,14,1,0.5,1,0,0.3,16.8
2,"2018-12-31T16:40:35,000","2018-12-31T16:58:01,000",5,2.98,1,N,231,48,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T16:39:59,000","2018-12-31T16:53:22,000",6,3.92,1,N,158,142,2,14,1,0.5,0,0,0.3,15.8
2,"2018-12-31T16:37:54,000","2018-12-31T16:54:18,000",6,5.38,1,N,74,146,1,18,1,0.5,12,0,0.3,31.8
2,"2018-12-31T16:37:18,000","2018-12-31T17:28:48,000",6,19.92,2,N,132,239,1,52,4.5,0.5,10,5.76,0.3,73.06
2,"2018-12-31T16:36:30,000","2018-12-31T16:55:22,000",6,1.28,1,N,142,48,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T16:36:22,000","2018-12-31T16:57:07,000",5,5.36,1,N,239,249,2,20,1,0.5,0,0,0.3,21.8
2,"2018-12-31T16:36:02,000","2018-12-31T17:48:25,000",6,14.58,2,N,219,239,1,52,4.5,0.5,6,0,0.3,63.3
2,"2018-12-31T16:35:34,000","2018-12-31T16:48:38,000",5,3.65,1,N,129,193,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T16:35:24,000","2018-12-31T16:47:06,000",5,2.36,1,N,162,79,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T16:35:13,000","2018-12-31T16:51:18,000",6,1.06,1,N,140,140,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T16:34:52,000","2018-12-31T16:51:47,000",6,4.80,1,N,170,256,1,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T16:34:42,000","2018-12-31T16:55:42,000",5,9.58,1,N,138,175,1,27,1,0.5,5,0,0.3,33.8
2,"2018-12-31T16:33:56,000","2018-12-31T16:49:04,000",6,2.12,1,N,162,142,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T16:33:40,000","2018-12-31T16:42:30,000",5,2.78,1,N,239,166,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T16:32:12,000","2018-12-31T16:47:40,000",5,1.70,1,N,229,229,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T16:31:15,000","2018-12-31T16:44:21,000",6,1.81,1,N,113,261,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T16:29:24,000","2018-12-31T16:40:46,000",6,2.40,1,N,43,42,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T16:28:55,000","2019-01-01T15:45:49,000",6,2.41,1,N,170,144,2,12,0.5,0.5,0,0,0.3,13.3
2,"2018-12-31T16:28:46,000","2018-12-31T16:44:13,000",5,2.23,1,N,234,144,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T16:28:22,000","2018-12-31T16:41:00,000",5,3.70,1,N,229,232,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T16:27:18,000","2018-12-31T16:40:47,000",5,3.14,1,N,151,48,2,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T16:26:52,000","2018-12-31T16:52:14,000",6,8.12,1,N,138,17,2,27,1,0.5,0,0,0.3,28.8
2,"2018-12-31T16:26:19,000","2018-12-31T17:17:21,000",5,19.77,2,N,132,236,1,52,4.5,0.5,10,5.76,0.3,73.06
2,"2018-12-31T16:26:13,000","2018-12-31T17:01:18,000",6,7.64,1,N,162,167,2,28,1,0.5,0,0,0.3,29.8
2,"2018-12-31T16:26:11,000","2018-12-31T16:39:10,000",5,2.56,1,N,142,151,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T16:24:21,000","2018-12-31T16:45:50,000",5,3.54,1,N,236,107,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T16:24:20,000","2018-12-31T17:12:48,000",6,18.24,2,N,132,229,1,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T16:23:37,000","2018-12-31T16:35:20,000",6,2.32,1,N,68,79,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T16:23:19,000","2018-12-31T16:42:51,000",5,3.32,1,N,68,162,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T16:23:12,000","2018-12-31T17:06:44,000",5,11.33,1,N,132,188,2,38,1,0.5,0,0,0.3,39.8
2,"2018-12-31T16:23:02,000","2018-12-31T16:39:34,000",6,5.01,1,N,25,4,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T16:22:58,000","2018-12-31T16:50:51,000",6,4.29,1,N,161,231,2,20,1,0.5,0,0,0.3,21.8
2,"2018-12-31T16:22:50,000","2018-12-31T16:34:30,000",5,1.91,1,N,141,239,2,10,1,0.5,0,0,0.3,11.8
2,"2018-12-31T16:21:33,000","2018-12-31T17:17:40,000",5,20.64,2,N,132,164,1,52,4.5,0.5,5,5.76,0.3,68.06
2,"2018-12-31T16:21:26,000","2018-12-31T16:47:40,000",5,5.13,1,N,80,261,2,21,1,0.5,0,0,0.3,22.8
2,"2018-12-31T16:19:39,000","2018-12-31T16:40:05,000",6,6.09,1,N,132,124,2,20,1,0.5,0,0,0.3,21.8
2,"2018-12-31T16:19:35,000","2018-12-31T16:37:02,000",6,4.24,1,N,48,48,2,16,1,0.5,0,0,0.3,17.8
2,"2018-12-31T16:18:53,000","2018-12-31T16:44:39,000",6,3.13,1,N,48,114,2,17,1,0.5,0,0,0.3,18.8
2,"2018-12-31T16:18:26,000","2018-12-31T16:34:43,000",6,4.08,1,N,233,202,2,15,1,0.5,0,0,0.3,16.8
2,"2018-12-31T16:17:37,000","2018-12-31T16:30:17,000",6,2.17,1,N,236,142,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T16:17:31,000","2018-12-31T16:30:54,000",6,3.51,1,N,43,151,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T16:16:42,000","2018-12-31T16:16:56,000",5,0.00,2,N,113,113,1,52,4.5,0.5,10,5.76,0.3,73.06
2,"2018-12-31T16:15:52,000","2018-12-31T16:33:43,000",6,2.27,1,N,264,264,1,13,1,0.5,2,0,0.3,16.8
2,"2018-12-31T16:15:45,000","2018-12-31T16:33:24,000",5,2.34,1,N,162,239,2,13,1,0.5,0,0,0.3,14.8
2,"2018-12-31T16:15:17,000","2018-12-31T16:39:09,000",6,9.39,2,N,196,132,1,52,4.5,0.5,0,5.76,0.3,63.06
2,"2018-12-31T16:15:14,000","2018-12-31T17:11:51,000",5,10.34,1,N,39,261,1,41,1,0.5,0,0,0.3,42.8
2,"2018-12-31T16:14:45,000","2018-12-31T16:27:59,000",5,2.22,1,N,236,142,2,11,1,0.5,0,0,0.3,12.8
2,"2018-12-31T16:14:20,000","2018-12-31T17:09:27,000",6,26.28,2,N,132,87,1,52,4.5,0.5,12,5.76,0.3,75.06
2,"2018-12-31T16:13:18,000","2018-12-31T16:29:05,000",5,2.36,1,N,13,66,1,12,1,0.5,0,0,0.3,13.8
2,"2018-12-31T16:12:45,000","2018-12-31T16:42:36,000",6,2.70,1,N,161,186,2,18,1,0.5,0,0,0.3,19.8
2,"2018-12-31T16:12:43,000","2018-12-31T16:26:54,000",5,3.47,1,N,141,168,2,13,1,0.5,0,0,0.3,14.8
